City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,shushtar,32.0455,48.8567,42.28,7,0,3.37,IR,1690388952
369,afgooye,2.1381,45.1212,24.14,80,34,7.17,SO,1690388953
370,sovetskaya gavan',48.9723,140.2878,19.02,87,12,2.75,RU,1690388953
371,sant lluis,39.8526,4.2594,25.22,53,20,4.12,ES,1690388953
372,kyshtovka,56.555,76.6271,18.28,74,66,2.02,RU,1690388953
373,praia da vitoria,38.7333,-27.0667,26.14,73,20,2.42,PT,1690388369
374,kirakira,-10.4544,161.9205,26.06,89,100,4.54,SB,1690388954
375,grants,35.1473,-107.8514,28.13,18,0,2.06,US,1690388954
376,al ghayzah,16.2079,52.176,25.75,87,76,7.18,YE,1690388954
377,kone,-21.0595,164.8658,14.98,73,22,2.49,NC,1690388295
378,moose jaw,50.4001,-105.5344,25.15,33,20,9.26,CA,1690388954
379,neiafu,-18.65,-173.9833,18.38,94,20,0.0,TO,1690388955
380,kondoa,-4.9,35.7833,20.73,33,39,2.35,TZ,1690388955
381,mahanoro,-19.9,48.8,19.21,84,98,4.87,MG,1690388454
382,euclides da cunha,-10.5075,-39.0158,30.98,31,10,5.73,BR,1690388955
383,stephenville,32.2207,-98.2023,34.58,43,0,4.12,US,1690388956
384,imranli,39.8754,38.1136,24.26,44,0,1.88,TR,1690388956
385,stara vyzhivka,51.4376,24.44,15.63,97,100,3.6,UA,1690388956
386,chernivtsi,48.2915,25.9403,20.96,93,100,3.57,UA,1690388956
387,san juan del sur,11.2529,-85.8705,31.12,74,40,4.12,NI,1690388956
388,prince rupert,54.3161,-130.3201,14.05,96,100,2.57,CA,1690388424
389,keflavik,64.0049,-22.5624,15.95,72,100,1.03,IS,1690388468
390,hadibu,12.65,54.0333,25.33,76,33,9.3,YE,1690388437
391,sisimiut,66.9395,-53.6735,8.66,75,26,4.86,GL,1690388957
392,peniche,39.3558,-9.3811,26.83,81,0,8.39,PT,1690388957
393,kolondieba,11.0882,-6.8926,31.58,55,85,1.06,ML,1690388957
394,jiuquan,39.7432,98.5174,27.55,27,100,4.22,CN,1690388957
395,kabin buri,13.9511,101.7177,27.5,100,98,1.62,TH,1690388957
396,kaga bandoro,6.9896,19.1874,26.29,81,82,0.77,CF,1690388958
397,salinopolis,-0.6136,-47.3561,30.08,65,5,4.71,BR,1690388909
398,gaspe,48.8334,-64.4819,22.12,78,40,5.66,CA,1690388958
399,grand falls-windsor,48.9332,-55.6649,29.72,48,100,0.89,CA,1690388299
400,arteche,12.2645,125.4048,26.86,79,100,3.17,PH,1690388958
401,isla mujeres,21.2311,-86.731,32.03,74,33,3.99,MX,1690388958
402,cole harbour,44.6724,-63.4751,27.88,55,40,5.66,CA,1690388451
403,hassi messaoud,31.6804,6.0729,47.92,6,0,1.54,DZ,1690388959
404,maksatikha,57.797,35.8825,15.98,98,100,3.64,RU,1690388959
405,tambo,-14.8,-73.9167,9.51,9,0,3.37,PE,1690388959
406,viale,-31.8678,-60.0072,16.86,51,12,6.93,AR,1690388959
407,shakhty,47.7091,40.2144,29.79,36,3,1.24,RU,1690388959
408,thunder bay,48.4001,-89.3168,19.95,88,100,3.6,CA,1690388805
409,nuku'alofa,-21.1333,-175.2,20.19,73,75,2.06,TO,1690388906
410,kolonia town,6.964,158.206,27.2,84,100,6.92,FM,1690388960
411,maua,-23.6678,-46.4614,27.1,44,53,3.37,BR,1690388960
412,an nimas,19.1455,42.1201,23.11,37,97,2.64,SA,1690388960
413,fort st. john,56.2499,-120.8529,12.94,94,100,5.14,CA,1690388960
414,springfield,37.2153,-93.2982,33.16,53,0,8.75,US,1690388961
415,corleone,37.8134,13.3017,27.88,51,21,4.51,IT,1690388961
416,thinadhoo,0.5333,72.9333,28.63,79,53,6.97,MV,1690388961
417,nabire,-3.3667,135.4833,24.66,92,96,1.71,ID,1690388510
418,daru,-9.0763,143.2092,24.68,86,89,6.15,PG,1690388961
419,opuwo,-18.0607,13.84,27.57,15,0,0.86,NA,1690388961
420,gizo,-8.103,156.8419,26.62,86,68,6.76,SB,1690388961
421,gallup,35.5281,-108.7426,28.91,24,0,2.06,US,1690388962
422,bargoed,51.6833,-3.2333,16.12,92,100,0.45,GB,1690388962
423,tromso,69.6496,18.957,19.01,55,20,5.14,NO,1690388391
424,gadani,25.1185,66.7299,30.12,86,97,4.16,PK,1690388962
425,gorontalo,0.5412,123.0595,24.44,93,76,2.55,ID,1690388962
426,peterhead,57.5058,-1.7981,16.92,68,35,2.87,GB,1690388963
427,ilhabela,-23.7781,-45.3581,26.39,53,8,2.35,BR,1690388455
428,qarqaraly,49.4058,75.4742,23.65,32,100,2.11,KZ,1690388963
429,selkirk,50.1436,-96.8845,30.06,64,0,2.23,CA,1690388395
430,waingapu,-9.6567,120.2641,23.07,79,31,4.66,ID,1690388963
431,khandyga,62.6667,135.6,11.87,90,35,2.34,RU,1690388387
432,nadi,-17.8,177.4167,20.0,94,75,3.09,FJ,1690388917
433,itoman,26.1247,127.6694,28.01,89,75,6.17,JP,1690388415
434,driefontein,-27.0177,30.4498,13.6,40,23,1.5,ZA,1690388964
435,kargasok,59.0556,80.8572,16.26,92,41,2.64,RU,1690388964
436,agat village,13.3886,144.6585,27.52,95,100,6.17,GU,1690388964
437,kilindoni,-7.9139,39.6668,24.75,76,19,8.59,TZ,1690388964
438,beidaihehaibin,39.8222,119.5181,25.05,91,37,3.02,CN,1690388965
439,pinsk,52.1229,26.0951,20.19,71,98,1.66,BY,1690388965
440,kayangel,8.0823,134.7173,27.91,75,100,9.45,PW,1690388965
441,mountain house,37.7833,-121.5427,27.33,56,0,4.63,US,1690388965
442,mugia,43.1041,-9.2179,28.28,78,6,6.55,ES,1690388415
443,hafar al-batin,28.4328,45.9708,44.32,6,0,2.06,SA,1690388965
444,gusinoozyorsk,51.2833,106.5,15.62,77,54,2.22,RU,1690388772
445,saint-pierre,-21.3393,55.4781,21.82,83,75,2.57,RE,1690388966
446,machico,32.7,-16.7667,26.11,68,40,4.12,PT,1690388723
447,hatillo,18.4863,-66.8254,33.38,76,85,4.92,PR,1690388966
448,alofi,-19.0595,-169.9187,17.94,94,44,0.51,NU,1690388967
449,pacocha,-17.5833,-71.3333,19.08,77,100,2.57,PE,1690388967
450,cannonvale,-20.2833,148.7,20.66,75,30,9.61,AU,1690388967
451,island harbour,50.724,-1.2758,17.48,84,100,2.24,GB,1690388967
452,namsos,64.4662,11.4957,21.03,64,40,2.06,NO,1690388967
453,ola,59.5833,151.2833,11.98,95,100,2.29,RU,1690388968
454,sao jose da coroa grande,-8.8978,-35.1478,26.8,63,24,4.17,BR,1690388968
455,keene,42.9337,-72.2781,29.53,66,0,1.34,US,1690388706
456,chernyshevskiy,63.0128,112.4714,14.35,85,18,3.07,RU,1690388968
457,kununurra,-15.7667,128.7333,11.99,87,7,0.51,AU,1690388412
458,berdigestyakh,62.0989,126.6992,11.85,63,63,2.0,RU,1690388968
459,siracusa,37.0881,15.2792,34.06,65,10,6.14,IT,1690388969
460,ishigaki,24.3448,124.1572,29.07,89,75,8.75,JP,1690388969
461,nikolayevsk-on-amure,53.1406,140.73,18.69,98,100,1.36,RU,1690388969
462,jiashan,30.8492,120.9258,26.75,82,98,4.29,CN,1690388969
463,quellon,-43.1167,-73.6167,9.14,71,75,2.57,CL,1690388212
464,bamboo flat,11.7,92.7167,27.82,85,95,7.59,IN,1690388424
465,kingscliff,-28.2667,153.5667,14.87,82,75,2.06,AU,1690388969
466,nova sintra,14.8667,-24.7167,23.07,84,100,4.37,CV,1690388384
467,leava,-14.3,-178.1667,26.06,76,96,6.76,WF,1690388970
468,port saint john's,-31.6229,29.5448,19.7,62,0,3.78,ZA,1690388970
469,keelung,25.1283,121.7419,29.49,92,100,13.48,TW,1690388970
470,bela,25.9333,81.9833,33.53,54,98,5.93,IN,1690388970
471,nizhnyaya tavda,57.6731,66.1725,18.42,70,60,2.63,RU,1690388482
472,coari,-4.085,-63.1414,34.92,33,77,0.67,BR,1690388867
473,san carlos,9.6612,-68.5827,27.71,79,90,2.1,VE,1690388971
474,alice springs,-23.7,133.8833,11.75,71,75,0.0,AU,1690388454
475,karaton,-6.3424,106.1045,22.62,93,75,0.82,ID,1690388971
476,argayash,55.4888,60.8767,18.83,81,99,2.91,RU,1690388971
477,amga,60.8953,131.9608,12.87,82,10,1.31,RU,1690388971
478,pachino,36.7186,15.0907,29.76,56,38,5.07,IT,1690388972
479,kiunga,-6.1219,141.2906,22.17,96,100,1.11,PG,1690388972
480,esil,51.9556,66.4042,16.85,89,45,2.21,KZ,1690388972
481,udon thani,17.3333,102.8333,26.52,84,8,2.66,TH,1690388972
482,gornji milanovac,44.0333,20.45,18.05,92,100,3.36,RS,1690388972
483,berezovyy,51.6667,135.7,17.4,97,58,0.89,RU,1690388973
484,inhambane,-23.865,35.3833,20.99,64,75,2.57,MZ,1690388799
485,mitu,1.1983,-70.1733,32.2,50,7,1.05,CO,1690388973
486,zinder,13.8072,8.9881,34.98,49,20,6.17,NE,1690388973
487,novyy urgal,51.0736,132.5642,15.72,96,33,0.36,RU,1690388978
488,tucuma,-0.1833,-50.05,31.44,56,19,2.74,BR,1690388772
489,vilyuysk,63.7553,121.6247,13.71,57,100,2.31,RU,1690388979
490,shingu,33.7333,135.9833,24.99,90,91,2.2,JP,1690388979
491,carauari,-4.8828,-66.8958,35.0,35,1,1.26,BR,1690388689
492,sulak,43.2734,47.5146,25.04,73,0,6.54,RU,1690388980
493,phan thiet,10.9333,108.1,25.59,88,82,3.34,VN,1690388980
494,hrubieszow,50.805,23.8925,15.91,96,100,4.73,PL,1690388980
495,wesseling,50.8333,6.9833,22.84,47,0,6.17,DE,1690388980
496,berkane,34.9084,-2.3461,34.82,28,0,4.25,MA,1690388980
497,songyuan,45.1171,124.8568,24.07,87,79,4.95,CN,1690388981
498,liuhe,42.2401,125.7172,20.07,97,0,2.74,CN,1690388981
499,dryden,49.7833,-92.7503,24.16,73,0,3.09,CA,1690388885
500,tataouine,32.9297,10.4518,33.04,44,0,9.5,TN,1690388981
501,zhezkent,50.9311,81.3615,21.76,37,93,3.75,KZ,1690388981
502,kangding,30.0513,101.9603,15.42,99,99,1.2,CN,1690388982
503,kavieng,-2.5744,150.7967,27.68,78,98,7.07,PG,1690388982
504,kerikeri,-35.2268,173.9474,9.27,78,39,2.48,NZ,1690388406
505,gadzhiyevo,69.2551,33.3362,11.09,90,98,2.17,RU,1690388982
506,kitaibaraki,36.7833,140.75,24.52,92,47,2.04,JP,1690388982
507,kutum,14.2,24.6667,32.84,23,98,5.73,SD,1690388982
508,klyuchi,52.2667,79.1667,23.01,38,80,2.78,RU,1690388982
509,coxim,-18.5067,-54.76,34.9,17,0,2.32,BR,1690388982
510,cabedelo,-6.9811,-34.8339,29.37,72,11,7.02,BR,1690388983
511,bor,56.3567,44.0669,25.96,67,84,6.26,RU,1690388983
512,broken hill,-31.95,141.4333,11.01,57,0,4.46,AU,1690388941
513,malango,-2.9627,119.9001,19.57,98,95,0.41,ID,1690388508
514,cox's bazar,21.4532,91.9798,27.05,85,56,6.27,BD,1690388983
515,lubang,13.8584,120.124,28.56,82,100,13.03,PH,1690388983
516,beawar,26.1,74.3167,29.82,70,99,3.13,IN,1690388983
517,crixas,-14.5489,-49.9692,34.05,19,0,2.8,BR,1690388772
518,lishui,28.4604,119.9103,24.53,92,24,1.46,CN,1690388984
519,weston,26.1004,-80.3998,31.12,73,0,1.79,US,1690388984
520,yanchep,-31.55,115.6833,12.94,76,99,8.11,AU,1690388984
521,karagandy,49.8019,73.1021,23.97,44,100,5.48,KZ,1690388984
522,manokwari,-0.8667,134.0833,26.03,79,76,1.28,ID,1690388984
523,suonenjoki,62.6167,27.1333,19.0,72,75,1.83,FI,1690388984
524,trabzon,40.9167,39.8333,23.05,69,40,3.09,TR,1690388984
525,lata,40.1629,-8.3327,29.16,42,0,5.61,PT,1690388984
526,suining,30.508,105.5733,24.62,93,100,1.21,CN,1690388985
527,vorkuta,67.5,64.0,16.56,80,100,4.41,RU,1690388386
528,beau vallon,-20.4189,57.6953,21.79,94,40,1.54,MU,1690388985
529,luanda,-8.8368,13.2343,24.0,73,20,5.14,AO,1690388764
530,villa bruzual,9.3328,-69.1208,26.67,88,93,2.36,VE,1690388985
531,kapa'a,22.0752,-159.319,25.18,90,100,6.69,US,1690388919
532,xicotencatl,23.0167,-98.8833,30.2,52,99,3.93,MX,1690388985
533,shimoda,34.6667,138.95,25.61,87,71,2.17,JP,1690388985
534,formosa do rio preto,-11.0483,-45.1931,32.31,22,18,3.7,BR,1690388986
535,kailua-kona,19.6406,-155.9956,25.98,88,40,2.06,US,1690388986
536,alta,69.9689,23.2717,18.59,72,0,4.47,NO,1690388983
537,las khorey,11.1595,48.1967,33.09,53,6,2.6,SO,1690388987
538,bikenibeu village,1.3673,173.1241,26.98,83,40,0.0,KI,1690388987
539,merizo village,13.2658,144.6691,27.31,96,100,9.42,GU,1690388987
540,kaka,37.3482,59.6143,35.94,28,0,9.44,TM,1690388987
541,charters towers,-20.1,146.2667,13.47,82,9,3.67,AU,1690388988
542,aykhal,66.0,111.5,16.22,67,100,4.3,RU,1690388400
543,tapiramuta,-11.8472,-40.7914,24.65,48,82,3.43,BR,1690388988
544,westport,41.1415,-73.3579,30.78,66,0,0.45,US,1690388454
545,burang,30.25,81.1667,11.46,85,99,2.0,CN,1690388988
546,aghajari,30.7006,49.8315,41.12,11,0,4.12,IR,1690388988
547,port macquarie,-31.4333,152.9167,7.72,92,9,2.11,AU,1690388988
548,sao felix do xingu,-6.6447,-51.995,35.87,24,1,1.91,BR,1690388988
549,fale old settlement,-9.3852,-171.2468,28.13,75,75,8.32,TK,1690388989
550,andilamena,-17.0167,48.5833,14.77,91,38,4.54,MG,1690388989
551,nueva concepcion,14.2,-91.3,31.25,58,20,0.6,GT,1690388989
552,usoke,-5.1667,32.35,24.26,22,19,2.35,TZ,1690388989
553,korla,41.7597,86.1469,30.79,23,0,3.56,CN,1690388834
554,calderitas,18.55,-88.25,32.06,66,40,0.0,MX,1690388989
555,scottsburg,38.6856,-85.7702,31.98,65,57,3.13,US,1690388990
556,port moresby,-9.4431,147.1797,23.68,88,40,2.57,PG,1690388509
557,nelson,-41.2833,173.2833,2.94,81,78,2.24,NZ,1690388990
558,sechura,-5.5569,-80.8222,25.18,60,90,3.98,PE,1690388990
559,inverell,-29.7833,151.1167,6.62,94,0,2.01,AU,1690388853
560,kenai,60.5544,-151.2583,13.97,91,0,3.09,US,1690388451
561,tsiombe,-25.3,45.4833,18.68,58,4,5.63,MG,1690388450
562,rivera,-30.9053,-55.5508,13.35,91,100,5.7,UY,1690388871
563,khvoynaya,58.9,34.5333,15.27,97,100,1.11,RU,1690388991
564,severo-yeniseyskiy,60.3725,93.0408,14.49,93,86,0.48,RU,1690388991
565,colonia,50.9333,6.95,22.76,47,0,5.14,DE,1690388163
566,illescas,40.1221,-3.847,34.84,17,0,0.27,ES,1690388991
567,afif,23.9065,42.9172,36.24,10,98,5.47,SA,1690388991
568,bakal,54.9417,58.8083,14.57,94,92,1.85,RU,1690388991
569,chos malal,-37.3781,-70.2709,8.58,37,76,2.07,AR,1690388991
570,port blair,11.6667,92.75,28.02,83,40,7.63,IN,1690388992
571,lagoa,39.05,-27.9833,22.0,81,0,5.14,PT,1690388992
572,sidney,-33.8679,151.2073,12.57,81,1,3.6,AU,1690388701
573,enshi,30.3,109.4833,23.29,97,100,0.56,CN,1690388992
574,suva,-18.1416,178.4415,19.71,100,75,1.03,FJ,1690388992
575,kuragino,53.8975,92.6725,15.7,85,38,0.62,RU,1690388993
576,hell-ville,-13.4,48.2667,25.68,68,68,2.79,MG,1690388993
577,olyokminsk,60.3736,120.4264,17.79,94,63,1.95,RU,1690388993
578,yuzhno-kurilsk,44.0306,145.8556,17.47,97,42,1.63,RU,1690388706
579,turkmenbasy,40.0222,52.9552,25.43,61,0,7.2,TM,1690388859
580,eastham,41.8301,-69.9739,30.89,65,0,4.63,US,1690388993
581,arroyo,41.6096,-4.7969,31.19,26,0,2.06,ES,1690388993
